Symbol,Series,Security Name,Band,Remarks
TINPLATE,EQ,The Tinplate Company of India Limited,20,-
TIRUMALCHM,EQ,Thirumalai Chemicals Limited,20,-
TMRVL,EQ,The Mandhana Retail Ventures Limited,20,-
TNPETRO,EQ,Tamilnadu PetroProducts Limited,20,-
TNPL,EQ,Tamil Nadu Newsprint & Papers Limited,20,-
TOKYOPLAST,EQ,Tokyo Plast International Limited,20,-
TPLPLASTEH,EQ,TPL Plastech Limited,20,-
TRENT,EQ,Trent Limited,20,-
TRF,EQ,TRF Limited,20,-
TRIDENT,EQ,Trident Limited,20,NIFTY Full Smallcap 100
TRIL,EQ,Transformers And Rectifiers (India) Limited,20,-
TRITURBINE,EQ,Triveni Turbine Limited,20,-
TRIVENI,EQ,Triveni Engineering & Industries Limited,20,-
TTKHLTCARE,EQ,TTK Healthcare Limited,20,-
TTKPRESTIG,EQ,TTK Prestige Limited,20,-
TTL,EQ,T T Limited,20,-
TTML,EQ,Tata Teleservices (Maharashtra) Limited,20,-
TUBEINVEST,EQ,Tube Investments of India Limited,20,-
TVSELECT,EQ,TVS Electronics Limited,20,-
TVSSRICHAK,EQ,TVS Srichakra Limited,20,-
TVTODAY,EQ,TV Today Network Limited,20,-
TVVISION,EQ,TV Vision Limited,20,-
TWL,EQ,Titagarh Wagons Limited,20,-
UCALFUEL,EQ,Ucal Fuel Systems Limited,20,-
UCOBANK,EQ,UCO Bank,20,-
UFLEX,EQ,UFLEX Limited,20,-
UFO,EQ,UFO Moviez India Limited,20,-
UGARSUGAR,EQ,The Ugar Sugar Works Limited,20,-
UJAAS,EQ,Ujaas Energy Limited,20,-
UMANGDAIRY,EQ,Umang Dairies Limited,20,-
UNICHEMLAB,EQ,Unichem Laboratories Limited,20,-
UNIENTER,EQ,Uniphos Enterprises Limited,20,-
UNITECH,EQ,Unitech Limited,20,-
UNITEDBNK,EQ,United Bank of India,20,-
UNITEDTEA,EQ,The United Nilgiri Tea Estates Company Limited,20,-
UNITY,EQ,Unity Infraprojects Limited,20,-
UNIVCABLES,EQ,Universal Cables Limited,20,-
USHAMART,EQ,Usha Martin Limited,20,-
UTINIFTETF,EQ,UTI Mutual Fund - UTI-Nifty Exchange Traded Fund,20,-
UTISENSETF,EQ,UTI Mutual Fund - UTI-Sensex Exchange Traded Fund,20,-
UTTAMSTL,EQ,Uttam Galva Steels Limited,20,-
V2RETAIL,EQ,V2 Retail Limited,20,-
VADILALIND,EQ,Vadilal Industries Limited,20,-
VAKRANGEE,EQ,Vakrangee Limited,20,Nifty IT
VARDHACRLC,EQ,Vardhman Acrylics Limited,20,-
VARDMNPOLY,EQ,Vardhman Polytex Limited,20,-
VASCONEQ,EQ,Vascon Engineers Limited,20,-
VBL,EQ,Varun Beverages Limited,20,-
VENUSREM,EQ,Venus Remedies Limited,20,-
VESUVIUS,EQ,Vesuvius India Limited,20,-
VETO,EQ,Veto Switchgears And Cables Limited,20,-
VICEROY,EQ,Viceroy Hotels Limited,20,-
VIDHIING,EQ,Vidhi Specialty Food Ingredients Limited,20,-
VIJAYABANK,EQ,Vijaya Bank,20,-
VIJSHAN,EQ,Vijay Shanthi Builders Limited,20,-
VIKASECO,EQ,Vikas EcoTech Limited,20,-
VIMTALABS,EQ,Vimta Labs Limited,20,-
VINATIORGA,EQ,Vinati Organics Limited,20,-
VINDHYATEL,EQ,Vindhya Telelinks Limited,20,-
VINYLINDIA,EQ,Vinyl Chemicals (India) Limited,20,-
VIPCLOTHNG,EQ,VIP Clothing Limited,20,-
VIPIND,EQ,VIP Industries Limited,20,-
VIPULLTD,EQ,Vipul Limited,20,-
VISAKAIND,EQ,Visaka Industries Limited,20,-
VISASTEEL,EQ,Visa Steel Limited,20,-
VISHNU,EQ,Vishnu Chemicals Limited,20,-
VIVIDHA,EQ,Visagar Polytex Limited,20,"Nifty 500		"
VIVIMEDLAB,EQ,Vivimed Labs Limited,20,-
VLSFINANCE,EQ,VLS Finance Limited,20,-
VMART,EQ,V-Mart Retail Limited,20,-
VOLTAMP,EQ,Voltamp Transformers Limited,20,-
VRLLOG,EQ,VRL Logistics Limited,20,-
VSSL,EQ,Vardhman Special Steels Limited,20,-
VSTIND,EQ,VST Industries Limited,20,-
VSTTILLERS,EQ,V.S.T Tillers Tractors Limited,20,-
VTL,EQ,Vardhman Textiles Limited,20,-
WABAG,EQ,VA Tech Wabag Limited,20,-
WABCOINDIA,EQ,WABCO India Limited,20,-
WALCHANNAG,EQ,Walchandnagar Industries Limited,20,-
WEALTH,SM,Wealth First Portfolio Managers Limited,20,-
WEIZFOREX,EQ,Weizmann Forex Limited,20,-
WELCORP,EQ,Welspun Corp Limited,20,-
WELENT,EQ,Welspun Enterprises Limited,20,-
WELSPUNIND,EQ,Welspun India Limited,20,NIFTY Free float Smallcap 100
WENDT,EQ,Wendt (India) Limited,20,-
WHEELS,EQ,Wheels India Limited,20,-
WHIRLPOOL,EQ,Whirlpool of India Limited,20,-
WINDMACHIN,EQ,Windsor Machines Limited,20,-
WONDERLA,EQ,Wonderla Holidays Limited,20,-
WSTCSTPAPR,EQ,West Coast Paper Mills Limited,20,-
XCHANGING,EQ,Xchanging Solutions Limited,20,-
XLENERGY,EQ,XL Energy Limited,20,-
XPROINDIA,EQ,Xpro India Limited,20,-
ZANDUREALT,EQ,Zandu Realty Limited,20,-
ZEELEARN,EQ,Zee Learn Limited,20,-
ZEEMEDIA,EQ,Zee Media Corporation Limited,20,-
ZENSARTECH,EQ,Zensar Technologies Limited,20,-
ZENTEC,EQ,Zen Technologies Limited,20,-
ZICOM,EQ,Zicom Electronic Security Systems Limited,20,-
ZODIACLOTH,EQ,Zodiac Clothing Company Limited,20,-
ZOTA,SM,Zota Health Care LImited,20,-
ZUARI,EQ,Zuari Agro Chemicals Limited,20,-
ZUARIGLOB,EQ,Zuari Global Limited,20,-
ZYDUSWELL,EQ,Zydus Wellness Limited,20,-
ABIRLANUVO,EQ,Aditya Birla Nuvo Limited,No Band,Derivative Product/ in NIFTY Midcap50/Nifty Free Float Midcap 100 Index
ACC,EQ,ACC Limited,No Band,Derivative Product/ Nifty 50
ADANIENT,EQ,Adani Enterprises Limited,No Band,NIFTY Free float Smallcap 100
ADANIPORTS,EQ,Adani Ports and Special Economic Zone Limited,No Band,Derivative Product/Nifty Infrastructure Index/Nifty 50
ADANIPOWER,EQ,Adani Power Limited,No Band,Derivative Product/Nifty Midcap 50/Nifty Infrastructure Index
AJANTPHARM,EQ,Ajanta Pharma Limited,No Band,"Derivative Product/Nifty Midcap 50 	"
ALBK,EQ,Allahabad Bank,No Band,Derivative Product
AMARAJABAT,EQ,Amara Raja Batteries Limited,No Band,Derivative Product
AMBUJACEM,EQ,Ambuja Cements Limited,No Band,Derivative Product/ Nifty 50
ANDHRABANK,EQ,Andhra Bank,No Band,Derivative Product/Nifty Midcap 50
APOLLOHOSP,EQ,Apollo Hospitals Enterprise Limited,No Band,NIFTY MidSmallcap 400/NIFTY Midcap 50/ NIFTY Midcap 150/NIFTY Full Midcap 100
APOLLOTYRE,EQ,Apollo Tyres Limited,No Band,Derivative Product/Nifty Midcap 50
ARVIND,EQ,Arvind Limited,No Band,Derivative Product
ASHOKLEY,EQ,Ashok Leyland Limited,No Band,Derivative Product/Nifty Midcap 50
ASIANPAINT,EQ,Asian Paints Limited,No Band,-
AUROPHARMA,EQ,Aurobindo Pharma Limited,No Band,Derivative Product/Nifty Midcap 50
AXISBANK,EQ,Axis Bank Limited,No Band,Derivative Product/Bank Nifty/ Nifty 50
BAJAJ-AUTO,EQ,Bajaj Auto Limited,No Band,Derivative Product/ Nifty 50
BAJAJFINSV,EQ,Bajaj Finserv Limited,No Band,-
BAJFINANCE,EQ,Bajaj Finance Limited,No Band,Derivative Product 
BALKRISIND,EQ,Balkrishna Industries Limited,No Band,NIFTY Alpha 50 Index
BALRAMCHIN,EQ,Balrampur Chini Mills Limited,No Band,-
BANKBARODA,EQ,Bank Of Baroda,No Band,Derivative Product/Bank Nifty/ Nifty 50
BANKINDIA,EQ,Bank Of India,No Band,Nifty Alpha 50 Index
BATAINDIA,EQ,Bata India Limited,No Band,Derivative Product/Nifty Midcap 50
BEL,EQ,Bharat Electronics Limited,No Band,Nifty PSE Index/Derivative Product 
BEML,EQ,BEML Limited,No Band,Derivative Product
BERGEPAINT,EQ,Berger Paints (I) Limited,No Band,-
BHARATFIN,EQ,Bharat Financial Inclusion Limited,No Band,Derivative Product
BHARATFORG,EQ,Bharat Forge Limited,No Band,NIFTY Midcap 150/NIFTY Midcap Liquid 15/ NIFTY MidSmallcap 400/NIFTY Midcap 50/NIFTY Full Midcap 100
BHARTIARTL,EQ,Bharti Airtel Limited,No Band,Derivative Product/ Nifty 50/Nifty Infrastructure Index
BHEL,EQ,Bharat Heavy Electricals Limited,No Band,NIFTY Next 50
BIOCON,EQ,Biocon Limited,No Band,Derivative Product/ Nifty Midcap 50
BOSCHLTD,EQ,Bosch Limited,No Band,"Nifty 50	"
BPCL,EQ,Bharat Petroleum Corporation Limited,No Band,Derivative Product/ Nifty 50/Nifty PSE Index
BRITANNIA,EQ,Britannia Industries Limited,No Band,NIFTY Growth Sectors 15 Index
CADILAHC,EQ,Cadila Healthcare Limited,No Band,Derivative Product
CANBK,EQ,Canara Bank,No Band,Derivative Product/Bank Nifty
CANFINHOME,EQ,Can Fin Homes Limited,No Band,NIFTY Smallcap 50/NIFTY Full Smallcap 100
CAPF,EQ,Capital First Limited,No Band,Derivative Product
CASTROLIND,EQ,Castrol India Limited,No Band,NIFTY Midcap 150/NIFTY Midcap Liquid 15/NIFTY MidSmallcap 400/NIFTY Midcap 50/NIFTY Full Midcap 100
CEATLTD,EQ,CEAT Limited,No Band,Derivative Product 
CENTURYTEX,EQ,Century Textiles & Industries Limited,No Band,Derivative Product
CESC,EQ,CESC Limited,No Band,Derivative Product/Nifty Midcap 50/Nifty Infrastructure Index
CGPOWER,EQ,CG Power and Industrial Solutions Limited,No Band,-
CHOLAFIN,EQ,Cholamandalam Investment and Finance Company Limited,No Band,-
CIPLA,EQ,Cipla Limited,No Band,Derivative Product/ Nifty 50
COALINDIA,EQ,Coal India Limited,No Band,Derivative product/ Nifty 50/Nifty PSE Index
COLPAL,EQ,Colgate Palmolive (India) Limited,No Band,Derivative Product
CONCOR,EQ,Container Corporation Of India Limited,No Band,Nifty PSE Index
CUMMINSIND,EQ,Cummins India Limited,No Band,Derivative Product
DABUR,EQ,Dabur India Limited,No Band,Derivative Product
DALMIABHA,EQ,Dalmia Bharat Limited,No Band,Derivative Product/Nifty Alpha 50 Index/NIFTY Full Midcap 100/NIFTY 200
DCBBANK,EQ,DCB Bank Limited,No Band,Derivative Product
DHFL,EQ,Dewan Housing Finance Corporation Limited,No Band,Derivative Product/Nifty Alpha 50 Index
DISHTV,EQ,Dish TV India Limited,No Band,Derivative Product
DIVISLAB,EQ,Divi's Laboratories Limited,No Band,-
DLF,EQ,DLF Limited,No Band,Derivative Product
DRREDDY,EQ,Dr. Reddy's Laboratories Limited,No Band,Derivative Product/ Nifty 50
EICHERMOT,EQ,Eicher Motors Limited,No Band,Derivative Product/Nifty Quality 30 Index
ENGINERSIN,EQ,Engineers India Limited,No Band,Derivative Product
EQUITAS,EQ,Equitas Holdings Limited,No Band,Derivative Product
ESCORTS,EQ,Escorts Limited,No Band,-
EXIDEIND,EQ,Exide Industries Limited,No Band,Derivative Product/NIFTY Midcap Liquid 15 Index
FEDERALBNK,EQ,The Federal Bank  Limited,No Band,Derivative Product/Nifty Alpha 50 Index
FORTIS,EQ,Fortis Healthcare Limited,No Band,-
GAIL,EQ,GAIL (India) Limited,No Band,Derivative Product/ Nifty 50/Nifty PSE Index
GLENMARK,EQ,Glenmark Pharmaceuticals Limited,No Band,BSE 100 Index/Derivative Product
GMRINFRA,EQ,GMR Infrastructure Limited,No Band,Derivative Product/Nifty Infrastructure Index/Nifty Midcap 50
GODFRYPHLP,EQ,Godfrey Phillips India Limited,No Band,-
GODREJCP,EQ,Godrej Consumer Products Limited,No Band,NIFTY Growth Sectors 15 Index
GODREJIND,EQ,Godrej Industries Limited,No Band,Derivative Product/Nifty Midcap 50
GRANULES,EQ,Granules India Limited,No Band,-
GRASIM,EQ,Grasim Industries Limited,No Band,Derivative Product/ Nifty 50
GSFC,EQ,Gujarat State Fertilizers & Chemicals Limited,No Band,-
HAVELLS,EQ,Havells India Limited,No Band,-
HCC,EQ,Hindustan Construction Company Limited,No Band,Derivative Product/NIFTY Full Smallcap 100
HCLTECH,EQ,HCL Technologies Limited,No Band,NIFTY100 Low Volatility 30 Index
HDFC,EQ,Housing Development Finance Corporation Limited,No Band,Derivative Product/ Nifty 50
HDFC,W2,Housing Development Finance Corporation Limited,No Band,Derivative Product/ Nifty 50
HDFCBANK,EQ,HDFC Bank Limited,No Band,Derivative Product/ Nifty 50/Bank Nifty
HDIL,EQ,Housing Development and Infrastructure Limited,No Band,NIFTY Free float Smallcap 100
HEROMOTOCO,EQ,Hero MotoCorp Limited,No Band,Derivative Product/ Nifty 50/Nifty Quality 30 Index
HEXAWARE,EQ,Hexaware Technologies Limited,No Band,NIFTY Free float Smallcap 100
HINDALCO,EQ,Hindalco Industries Limited,No Band,Derivative Product/ Nifty 50/Nifty Alpha 50 Index
HINDPETRO,EQ,Hindustan Petroleum Corporation Limited,No Band,Derivative Product/Nifty PSE Index/Nifty MIDCAP 50
HINDUNILVR,EQ,Hindustan Unilever Limited,No Band,Derivative Product/ Nifty 50
HINDZINC,EQ,Hindustan Zinc Limited,No Band,Derivative product/Nifty Midcap 50/Nifty Dividend Opportunities 50 Index/Nifty Alpha 50 index/Nifty Commodities Index
IBREALEST,EQ,Indiabulls Real Estate Limited,No Band,NIFTY Free float Midcap 100
IBULHSGFIN,W1,Indiabulls Housing Finance Limited,No Band,Derivative Product
IBULHSGFIN,EQ,Indiabulls Housing Finance Limited,No Band,NIFTY 50 Index
ICICIBANK,EQ,ICICI Bank Limited,No Band,Derivative Product/ Nifty 50/Bank Nifty
ICIL,EQ,Indo Count Industries Limited,No Band,Derivative Product
IDBI,EQ,IDBI Bank Limited,No Band,Derivative Product/Nifty Midcap 50
IDEA,EQ,Idea Cellular Limited,No Band,NIFTY Next 50
IDFC,EQ,IDFC Limited,No Band,Derivative Product 
IDFCBANK,EQ,IDFC Bank Limited,No Band,NIFTY Free float Midcap 100/NIFTY Bank
IFCI,EQ,IFCI Limited,No Band,Derivative Product/Nifty Midcap 50/Nifty PSE Index
IGL,EQ,Indraprastha Gas Limited,No Band,Derivative Product/Nifty Midcap 50
INDIACEM,EQ,The India Cements Limited,No Band,NIFTY Free float Midcap 100
INDIANB,EQ,Indian Bank,No Band,Derivative Product/NIFTY Alpha 50 Index
INDIGO,EQ,InterGlobe Aviation Limited,No Band,Derivative Product/Nifty Dividend Opportunities 50 Index
INDUSINDBK,EQ,Indusind Bank Limited,No Band,Derivative product/Bank Nifty/Nifty 50
INFIBEAM,EQ,Infibeam Incorporation Limited,No Band, NIFTY Free float Smallcap 100/Nifty Alpha 50 Index
INFRATEL,EQ,Bharti Infratel Limited,No Band,Derivative Product
INFY,EQ,Infosys Limited,No Band,NIFTY100 Low Volatility 30 Index
IOC,EQ,Indian Oil Corporation Limited,No Band,NIFTY 50 Index/ NIFTY100 Liquid 15
IRB,EQ,IRB Infrastructure Developers Limited,No Band,Derivative product/Nifty Infrastructure Index
ITC,EQ,ITC Limited,No Band,Derivative Product/ Nifty 50
JETAIRWAYS,EQ,Jet Airways (India) Limited,No Band,NIFTY Smallcap 50/ NIFTY Full Smallcap 100/ NIFTY Smallcap 250
JINDALSTEL,EQ,Jindal Steel & Power Limited,No Band,-
JISLJALEQS,EQ,Jain Irrigation Systems Limited,No Band,Derivative Product/Nifty Midcap 50
JPASSOCIAT,EQ,Jaiprakash Associates Limited,No Band,Derivative Product/ Nifty 50/Nifty Infrastructure Index
JSWENERGY,EQ,JSW Energy Limited,No Band,Derivative product/Nifty Infrastructure Index/Nifty Midcap 50
JSWSTEEL,EQ,JSW Steel Limited,No Band,Derivative Product/Nifty Midcap 50
JUBLFOOD,EQ,Jubilant Foodworks Limited,No Band,Derivative Product/Nifty Midcap 50
JUSTDIAL,EQ,Just Dial Limited,No Band,NIFTY Full Smallcap 100/ NIFTY Free float Smallcap 100/NIFTY Smallcap 250
KAJARIACER,EQ,Kajaria Ceramics Limited,No Band,Derivative Product
KOTAKBANK,EQ,Kotak Mahindra Bank Limited,No Band,Derivative Product/Bank Nifty/ Nifty 50
KPIT,EQ,KPIT Technologies Limited,No Band,Derivative product/NIFTY IT/ NIFTY Free float Smallcap 100
KSCL,EQ,Kaveri Seed Company Limited,No Band,Derivative Product
KTKBANK,EQ,The Karnataka Bank Limited,No Band,Derivative product/Nifty MIDCAP 50/ NIFTY Private Bank
L&TFH,EQ,L&T Finance Holdings Limited,No Band,Derivative Product
LICHSGFIN,EQ,LIC Housing Finance Limited,No Band,Derivative Product
LT,EQ,Larsen & Toubro Limited,No Band,Derivative Product/ Nifty 50/Nifty Infrastructure Index
LUPIN,EQ,Lupin Limited,No Band,Derivative Product/ Nifty 50
M&M,EQ,Mahindra & Mahindra Limited,No Band,Derivative Product/Nifty 50/  NIFTY Growth Sectors 15 Index
M&MFIN,EQ,Mahindra & Mahindra Financial Services Limited,No Band,BSE 100 Index/Derivative Product
MARICO,EQ,Marico Limited,No Band,Derivative Product/NIFTY Growth Sectors 15 Index
MARUTI,EQ,Maruti Suzuki India Limited,No Band,Derivative Product/ Nifty 50
MCDOWELL-N,EQ,United Spirits Limited,No Band,Derivative Product
MCX,EQ,Multi Commodity Exchange of India Limited,No Band,-
MFSL,EQ,Max Financial Services Limited,No Band,Derivative Product
MGL,EQ,Mahanagar Gas Limited,No Band,NIFTY 500 Index/NIFTY Smallcap 250/NIFTY MidSmallcap 400/NIFTY Smallcap 50/NIFTY Free float Smallcap 100/NIFTY Full Smallcap 100
MINDTREE,EQ,MindTree Limited,No Band,Nifty IT
MOTHERSUMI,EQ,Motherson Sumi Systems Limited,No Band,Derivative Product
MRF,EQ,MRF Limited,No Band,Derivative Product/Nifty Midcap 50 /Nifty 50 Junior Index/NIFTY Midcap Liquid 15/Nifty Alpha 50 Index
MRPL,EQ,Mangalore Refinery and Petrochemicals Limited,No Band,Nifty Alpha 50 Index
MUTHOOTFIN,EQ,Muthoot Finance Limited,No Band,Derivative Product/Nifty Dividend Opportunities 50 Index
NATIONALUM,EQ,National Aluminium Company Limited,No Band,Derivative Product/NIFTY Alpha 50 Index
NBCC,EQ,NBCC (India) Limited,No Band,-
NCC,EQ,NCC Limited,No Band,Derivative Product
NESTLEIND,EQ,Nestle India Limited,No Band,-
NHPC,EQ,NHPC Limited,No Band,Derivative product/Nifty Infrastructure Index/Nifty PSE Index/Nifty MIDCAP 50/Nifty Dividend Opportunities 50 Index/Nifty Alpha 50 Index
NIITTECH,EQ,NIIT Technologies Limited,No Band,Derivative Product/Nifty Dividend Opportunities 50 Index/NIFTY Free float Smallcap 100
NMDC,EQ,NMDC Limited,No Band,Derivative Product/Nifty PSE Index
NTPC,EQ,NTPC Limited,No Band,Derivative Product/ Nifty 50/Nifty Infrastructure Index/Nifty PSE Index
OFSS,EQ,Oracle Financial Services Software Limited,No Band,Derivative Product/Nifty IT/Nifty Midcap 50/Nifty Dividend Opportunities 50 Index
OIL,EQ,Oil India Limited,No Band,Nifty PSE Index/Derivative Product/Nifty100 Low Volatility 30 Index 
ONGC,EQ,Oil & Natural Gas Corporation Limited,No Band,Derivative Product/ Nifty 50/Nifty PSE Index/NIFTY Low Volatility 50 Index
ORIENTBANK,EQ,Oriental Bank Of Commerce,No Band,Derivative Product/Nifty MIDCAP 50/Nifty Dividend Opportunities 50 Index
PAGEIND,EQ,Page Industries Limited,No Band,Derivative Product 
PCJEWELLER,EQ,PC Jeweller Limited,No Band,Derivative Product
PEL,EQ,Piramal Enterprises Limited,No Band,Derivative Product
PETRONET,EQ,Petronet LNG Limited,No Band,Derivative Product/NIFTY 100/NIFTY Next 50
PFC,EQ,Power Finance Corporation Limited,No Band,Derivative Product/Nifty PSE Index
PIDILITIND,EQ,Pidilite Industries Limited,No Band,Derivative Product
PNB,EQ,Punjab National Bank,No Band,Derivative Product/ Nifty 50/Bank Nifty
POWERGRID,EQ,Power Grid Corporation of India Limited,No Band,Derivative Product/ Nifty 50/Nifty Infrastructure Index/Nifty PSE Index
PTC,EQ,PTC India Limited,No Band,Derivative Product
PVR,EQ,PVR Limited,No Band,Derivative Product
RAMCOCEM,EQ,The Ramco Cements Limited,No Band,Derivative Product
RAYMOND,EQ,Raymond Limited,No Band,-
RBLBANK,EQ,RBL Bank Limited,No Band,Derivative Product/NIFTY Free float Midcap 100
RCOM,EQ,Reliance Communications Limited,No Band,Derivative Product/Nifty Infrastructure Index/Nifty Midcap 50
RDEL,EQ,Reliance Defence and Engineering Limited,No Band,Derivative Product
RECLTD,EQ,Rural Electrification Corporation Limited,No Band,Derivative Product/Nifty PSE Index/ NIFTY 100/NIFTY Next 50/Nifty Alpha 50 Index
RELCAPITAL,EQ,Reliance Capital Limited,No Band,Derivative Product/Nifty MIDCAP 50/Nifty Dividend Opportunities 50 Index
RELIANCE,EQ,Reliance Industries Limited,No Band,Derivative Product/ Nifty 50
RELINFRA,EQ,Reliance Infrastructure Limited,No Band,Derivative Product/Nifty Infrastructure Index/Nifty MIDCAP 50/ Nifty Energy Index
RPOWER,EQ,Reliance Power Limited,No Band,Derivative Product/Nifty Infrastructure Index/Nifty MIDCAP 50
SAIL,EQ,Steel Authority of India Limited,No Band,Derivative Product/Nifty PSE Index/Nifty MIDCAP 50
SBIN,EQ,State Bank Of India,No Band,Derivative Product/ Nifty 50/Bank Nifty/Nifty High Beta 50 Index
SHREECEM,EQ,Shree Cements Limited,No Band,Derivative Product
SIEMENS,EQ,Siemens Limited,No Band,Derivative Product/ Nifty Infrastructure Index/Nifty MIDCAP 50 / Nifty Low Volatility 50 Index
SINTEX,EQ,Sintex Industries Limited,No Band,Derivative Product
SOUTHBANK,EQ,The South Indian Bank Limited,No Band,Derivative Product  / Nifty Low Volatility 50 Index/ NIFTY Private Bank
SRF,EQ,SRF Limited,No Band,Derivative Product
SRTRANSFIN,EQ,Shriram Transport Finance Company Limited,No Band,Derivative Product
STAR,EQ,Strides Shasun Limited,No Band,Derivative Product
SUNPHARMA,EQ,Sun Pharmaceutical Industries Limited,No Band,Derivative Product/ Nifty 50
SUNTV,EQ,Sun TV Network Limited,No Band,Derivative Product/Nifty Midcap 50
SUZLON,EQ,Suzlon Energy Limited,No Band,Derivative Product/BSE 100 Index
SYNDIBANK,EQ,Syndicate Bank,No Band,Derivative Product
TATACHEM,EQ,Tata Chemicals Limited,No Band,Derivative Product/Nifty Midcap 50/NIFTY Midcap Liquid 15
TATACOMM,EQ,Tata Communications Limited,No Band,Derivative Product/Nifty Infrastructure Index/NIFTY Alpha 50 Index
TATAELXSI,EQ,Tata Elxsi Limited,No Band,Derivative Product/NIFTY IT/NIFTY Smallcap 250/NIFTY Full Smallcap 100/NIFTY Smallcap 50
TATAGLOBAL,EQ,Tata Global Beverages Limited,No Band,Derivative Product/Nifty Midcap 50
TATAMOTORS,EQ,Tata Motors Limited,No Band,Derivative Product/ Nifty 50
TATAMTRDVR,EQ,Tata Motors Limited,No Band,Derivative Product
TATAPOWER,EQ,Tata Power Company Limited,No Band,Derivative Product/ Nifty 50/Nifty Infrastructure Index/NIFTY Low Volatility 50 Index
TATASTEEL,EQ,Tata Steel Limited,No Band,Derivative Product/ Nifty 50/Nifty Dividend Opportunities 50 Index
TCS,EQ,Tata Consultancy Services Limited,No Band,Derivative Product/ Nifty 50/Nifty IT
TECHM,EQ,Tech Mahindra Limited,No Band,Derivative Product/Nifty IT/Nifty Dividend Opportunities 50 Index
TITAN,EQ,Titan Company Limited,No Band,Derivative Product
TORNTPHARM,EQ,Torrent Pharmaceuticals Limited,No Band,Nifty Dividend Opportunities 50 Index / Nifty Quality 30 Index
TORNTPOWER,EQ,Torrent Power Limited,No Band,Derivative Product
TV18BRDCST,EQ,TV18 Broadcast Limited,No Band,"Derivative Product/Nifty High Beta 50 Index		"
TVSMOTOR,EQ,TVS Motor Company Limited,No Band,"Derivative Product/Nifty Alpha 50 Index	"
UBL,EQ,United Breweries Limited,No Band,BSE 100 Index/Derivative Product
UJJIVAN,EQ,Ujjivan Financial Services Limited,No Band,Derivative Product/NIFTY Full Smallcap 100/NIFTY Smallcap 50
ULTRACEMCO,EQ,UltraTech Cement Limited,No Band,Derivative Product/ Nifty 50
UNIONBANK,EQ,Union Bank of India,No Band,Derivative Product/Bank Nifty/Nifty MIDCAP 50
UPL,EQ,UPL Limited,No Band,Derivative Product/Nifty Midcap 50/NIFTY Alpha 50 Index
VEDL,EQ,Vedanta Limited,No Band,Derivative Product/Nifty 50/Nifty Alpha 50 Index/NIFTY100 Liquid 15
VGUARD,EQ,V-Guard Industries Limited,No Band,NIFTY Alpha 50 Index/  NIFTY Smallcap 50/NIFTY Free float Smallcap 100
VOLTAS,EQ,Voltas Limited,No Band,Derivative Product/Nifty Midcap 50/Nifty Infrastructure Index
WIPRO,EQ,Wipro Limited,No Band,Derivative Product/ Nifty 50 / Nifty IT
WOCKPHARMA,EQ,Wockhardt Limited,No Band,Derivative Product
YESBANK,EQ,Yes Bank Limited,No Band,Derivative Product/Bank Nifty/ Nifty 50/Nifty50 Value 20 Index
ZEEL,EQ,Zee Entertainment Enterprises Limited,No Band,Derivative Product/Nifty 50/NIFTY Growth Sectors 15 Index
